path,subject_id,hand,quality,reason
data\processed\bmpd_roi\003\003_S_R_13_roi.png,003,R,,
data\processed\bmpd_roi\003\003_S_R_14_roi.png,003,R,,
data\processed\bmpd_roi\003\003_S_R_15_roi.png,003,R,,
data\processed\bmpd_roi\003\003_S_R_16_roi.png,003,R,,
data\processed\bmpd_roi\003\003_S_R_17_roi.png,003,R,,
data\processed\bmpd_roi\003\003_S_R_18_roi.png,003,R,,
data\processed\bmpd_roi\003\003_S_R_19_roi.png,003,R,,
data\processed\bmpd_roi\003\003_S_L_20_roi.png,003,L,,
data\processed\bmpd_roi\003\003_S_L_21_roi.png,003,L,,
data\processed\bmpd_roi\003\003_S_L_22_roi.png,003,L,,
data\processed\bmpd_roi\003\003_S_L_23_roi.png,003,L,,
data\processed\bmpd_roi\003\003_S_L_24_roi.png,003,L,,
data\processed\bmpd_roi\003\003_S_L_25_roi.png,003,L,,
data\processed\bmpd_roi\003\003_S_L_26_roi.png,003,L,,
data\processed\bmpd_roi\003\003_S_L_27_roi.png,003,L,,
data\processed\bmpd_roi\003\003_S_L_28_roi.png,003,L,,
data\processed\bmpd_roi\003\003_S_L_29_roi.png,003,L,,
data\processed\bmpd_roi\003\003_F_L_30_roi.png,003,L,,
data\processed\bmpd_roi\003\003_F_L_31_roi.png,003,L,,
data\processed\bmpd_roi\003\003_F_L_32_roi.png,003,L,,
data\processed\bmpd_roi\003\003_F_L_33_roi.png,003,L,,
data\processed\bmpd_roi\003\003_F_L_34_roi.png,003,L,,
data\processed\bmpd_roi\003\003_F_L_35_roi.png,003,L,,
data\processed\bmpd_roi\003\003_F_L_36_roi.png,003,L,,
data\processed\bmpd_roi\003\003_F_L_37_roi.png,003,L,,
data\processed\bmpd_roi\003\003_F_L_38_roi.png,003,L,,
data\processed\bmpd_roi\003\003_F_L_39_roi.png,003,L,,
data\processed\bmpd_roi\004\004_F_R_0_roi.png,004,R,,
data\processed\bmpd_roi\004\004_F_R_1_roi.png,004,R,,
data\processed\bmpd_roi\004\004_F_R_2_roi.png,004,R,,
data\processed\bmpd_roi\004\004_F_R_3_roi.png,004,R,,
data\processed\bmpd_roi\004\004_F_R_4_roi.png,004,R,,
data\processed\bmpd_roi\004\004_F_R_5_roi.png,004,R,,
data\processed\bmpd_roi\004\004_F_R_6_roi.png,004,R,,
data\processed\bmpd_roi\004\004_F_R_7_roi.png,004,R,,
data\processed\bmpd_roi\004\004_F_R_8_roi.png,004,R,,
data\processed\bmpd_roi\004\004_F_R_9_roi.png,004,R,,
data\processed\bmpd_roi\004\004_S_R_10_roi.png,004,R,,
data\processed\bmpd_roi\004\004_S_R_11_roi.png,004,R,,
data\processed\bmpd_roi\004\004_S_R_12_roi.png,004,R,,
data\processed\bmpd_roi\004\004_S_R_13_roi.png,004,R,,
data\processed\bmpd_roi\004\004_S_R_14_roi.png,004,R,,
data\processed\bmpd_roi\004\004_S_R_15_roi.png,004,R,,
data\processed\bmpd_roi\004\004_S_R_16_roi.png,004,R,,
data\processed\bmpd_roi\004\004_S_R_17_roi.png,004,R,,
data\processed\bmpd_roi\004\004_S_R_18_roi.png,004,R,,
data\processed\bmpd_roi\004\004_S_R_19_roi.png,004,R,,
data\processed\bmpd_roi\004\004_S_L_20_roi.png,004,L,,
data\processed\bmpd_roi\004\004_S_L_21_roi.png,004,L,,
data\processed\bmpd_roi\004\004_S_L_22_roi.png,004,L,,
data\processed\bmpd_roi\004\004_S_L_23_roi.png,004,L,,
data\processed\bmpd_roi\004\004_S_L_24_roi.png,004,L,b,crop
data\processed\bmpd_roi\004\004_S_L_25_roi.png,004,L,,
data\processed\bmpd_roi\004\004_S_L_26_roi.png,004,L,b,crop
data\processed\bmpd_roi\004\004_S_L_27_roi.png,004,L,,
data\processed\bmpd_roi\004\004_S_L_28_roi.png,004,L,b,crop
data\processed\bmpd_roi\004\004_S_L_29_roi.png,004,L,,
data\processed\bmpd_roi\004\004_F_L_30_roi.png,004,L,b,crop
data\processed\bmpd_roi\004\004_F_L_31_roi.png,004,L,,
data\processed\bmpd_roi\004\004_F_L_32_roi.png,004,L,b,crop
data\processed\bmpd_roi\004\004_F_L_33_roi.png,004,L,b,crop
data\processed\bmpd_roi\004\004_F_L_34_roi.png,004,L,b,crop
data\processed\bmpd_roi\004\004_F_L_35_roi.png,004,L,b,crop
data\processed\bmpd_roi\004\004_F_L_36_roi.png,004,L,,
data\processed\bmpd_roi\004\004_F_L_37_roi.png,004,L,,
data\processed\bmpd_roi\004\004_F_L_38_roi.png,004,L,,
data\processed\bmpd_roi\004\004_F_L_39_roi.png,004,L,,
data\processed\bmpd_roi\005\005_F_R_0_roi.png,005,R,,
data\processed\bmpd_roi\005\005_F_R_1_roi.png,005,R,,
data\processed\bmpd_roi\005\005_F_R_2_roi.png,005,R,,
data\processed\bmpd_roi\005\005_F_R_3_roi.png,005,R,,
data\processed\bmpd_roi\005\005_F_R_4_roi.png,005,R,,
data\processed\bmpd_roi\005\005_F_R_5_roi.png,005,R,,
data\processed\bmpd_roi\005\005_F_R_6_roi.png,005,R,,
data\processed\bmpd_roi\005\005_F_R_7_roi.png,005,R,,
data\processed\bmpd_roi\005\005_F_R_8_roi.png,005,R,,
data\processed\bmpd_roi\005\005_F_R_9_roi.png,005,R,,
data\processed\bmpd_roi\005\005_S_R_10_roi.png,005,R,,
data\processed\bmpd_roi\005\005_S_R_11_roi.png,005,R,,
data\processed\bmpd_roi\005\005_S_R_12_roi.png,005,R,,
data\processed\bmpd_roi\005\005_S_R_13_roi.png,005,R,,
data\processed\bmpd_roi\005\005_S_R_14_roi.png,005,R,,
data\processed\bmpd_roi\005\005_S_R_15_roi.png,005,R,,
data\processed\bmpd_roi\005\005_S_R_16_roi.png,005,R,,
data\processed\bmpd_roi\005\005_S_R_17_roi.png,005,R,,
data\processed\bmpd_roi\005\005_S_R_18_roi.png,005,R,,
data\processed\bmpd_roi\005\005_S_R_19_roi.png,005,R,,
data\processed\bmpd_roi\005\005_S_L_20_roi.png,005,L,,
data\processed\bmpd_roi\005\005_S_L_21_roi.png,005,L,,
data\processed\bmpd_roi\005\005_S_L_22_roi.png,005,L,,
data\processed\bmpd_roi\005\005_S_L_23_roi.png,005,L,,
data\processed\bmpd_roi\005\005_S_L_24_roi.png,005,L,,
data\processed\bmpd_roi\005\005_S_L_25_roi.png,005,L,,
data\processed\bmpd_roi\005\005_S_L_26_roi.png,005,L,,
data\processed\bmpd_roi\005\005_S_L_27_roi.png,005,L,,
data\processed\bmpd_roi\005\005_S_L_28_roi.png,005,L,,
data\processed\bmpd_roi\005\005_S_L_29_roi.png,005,L,,
data\processed\bmpd_roi\005\005_F_L_30_roi.png,005,L,,
data\processed\bmpd_roi\005\005_F_L_31_roi.png,005,L,,
data\processed\bmpd_roi\005\005_F_L_32_roi.png,005,L,,
data\processed\bmpd_roi\005\005_F_L_33_roi.png,005,L,,
data\processed\bmpd_roi\005\005_F_L_34_roi.png,005,L,,
data\processed\bmpd_roi\005\005_F_L_35_roi.png,005,L,,
data\processed\bmpd_roi\005\005_F_L_36_roi.png,005,L,,
data\processed\bmpd_roi\005\005_F_L_37_roi.png,005,L,,
data\processed\bmpd_roi\005\005_F_L_38_roi.png,005,L,,
data\processed\bmpd_roi\005\005_F_L_39_roi.png,005,L,,
data\processed\bmpd_roi\006\006_F_R_0_roi.png,006,R,b,crop
data\processed\bmpd_roi\006\006_F_R_1_roi.png,006,R,b,crop
data\processed\bmpd_roi\006\006_F_R_2_roi.png,006,R,b,crop
data\processed\bmpd_roi\006\006_F_R_3_roi.png,006,R,b,crop
data\processed\bmpd_roi\006\006_F_R_4_roi.png,006,R,b,crop
data\processed\bmpd_roi\006\006_F_R_5_roi.png,006,R,b,crop
data\processed\bmpd_roi\006\006_F_R_6_roi.png,006,R,b,crop
data\processed\bmpd_roi\006\006_F_R_7_roi.png,006,R,b,crop
data\processed\bmpd_roi\006\006_F_R_8_roi.png,006,R,b,crop
data\processed\bmpd_roi\006\006_F_R_9_roi.png,006,R,b,crop
data\processed\bmpd_roi\006\006_S_R_10_roi.png,006,R,b,crop
data\processed\bmpd_roi\006\006_S_R_11_roi.png,006,R,b,crop
data\processed\bmpd_roi\006\006_S_R_12_roi.png,006,R,b,crop
data\processed\bmpd_roi\006\006_S_R_13_roi.png,006,R,b,crop
data\processed\bmpd_roi\006\006_S_R_14_roi.png,006,R,b,crop
data\processed\bmpd_roi\006\006_S_R_15_roi.png,006,R,b,crop
data\processed\bmpd_roi\006\006_S_R_16_roi.png,006,R,b,crop
data\processed\bmpd_roi\006\006_S_R_17_roi.png,006,R,b,crop
data\processed\bmpd_roi\006\006_S_R_18_roi.png,006,R,b,crop
data\processed\bmpd_roi\006\006_S_R_19_roi.png,006,R,b,crop
data\processed\bmpd_roi\006\006_S_L_20_roi.png,006,L,,
data\processed\bmpd_roi\006\006_S_L_21_roi.png,006,L,,
data\processed\bmpd_roi\006\006_S_L_22_roi.png,006,L,,
data\processed\bmpd_roi\006\006_S_L_23_roi.png,006,L,,
data\processed\bmpd_roi\006\006_S_L_24_roi.png,006,L,,
data\processed\bmpd_roi\006\006_S_L_25_roi.png,006,L,,
data\processed\bmpd_roi\006\006_S_L_26_roi.png,006,L,,
data\processed\bmpd_roi\006\006_S_L_27_roi.png,006,L,b,crop
data\processed\bmpd_roi\006\006_S_L_28_roi.png,006,L,b,crop
data\processed\bmpd_roi\006\006_S_L_29_roi.png,006,L,,
data\processed\bmpd_roi\006\006_F_L_30_roi.png,006,L,,
data\processed\bmpd_roi\006\006_F_L_31_roi.png,006,L,,
data\processed\bmpd_roi\006\006_F_L_32_roi.png,006,L,,
data\processed\bmpd_roi\006\006_F_L_33_roi.png,006,L,,
data\processed\bmpd_roi\006\006_F_L_34_roi.png,006,L,,
data\processed\bmpd_roi\006\006_F_L_35_roi.png,006,L,,
data\processed\bmpd_roi\006\006_F_L_36_roi.png,006,L,,
data\processed\bmpd_roi\006\006_F_L_37_roi.png,006,L,b,crop
data\processed\bmpd_roi\006\006_F_L_38_roi.png,006,L,b,crop
data\processed\bmpd_roi\006\006_F_L_39_roi.png,006,L,,
data\processed\bmpd_roi\007\007_F_R_0_roi.png,007,R,,
data\processed\bmpd_roi\007\007_F_R_1_roi.png,007,R,,
data\processed\bmpd_roi\007\007_F_R_2_roi.png,007,R,,
data\processed\bmpd_roi\007\007_F_R_3_roi.png,007,R,,
data\processed\bmpd_roi\007\007_F_R_4_roi.png,007,R,,
data\processed\bmpd_roi\007\007_F_R_5_roi.png,007,R,,
data\processed\bmpd_roi\007\007_F_R_6_roi.png,007,R,,
data\processed\bmpd_roi\007\007_F_R_7_roi.png,007,R,,
data\processed\bmpd_roi\007\007_F_R_8_roi.png,007,R,,
data\processed\bmpd_roi\007\007_F_R_9_roi.png,007,R,,
data\processed\bmpd_roi\007\007_S_R_10_roi.png,007,R,,
data\processed\bmpd_roi\007\007_S_R_11_roi.png,007,R,,
data\processed\bmpd_roi\007\007_S_R_12_roi.png,007,R,,
data\processed\bmpd_roi\007\007_S_R_13_roi.png,007,R,,
data\processed\bmpd_roi\007\007_S_R_14_roi.png,007,R,,
data\processed\bmpd_roi\007\007_S_R_15_roi.png,007,R,,
data\processed\bmpd_roi\007\007_S_R_16_roi.png,007,R,,
data\processed\bmpd_roi\007\007_S_R_17_roi.png,007,R,,
data\processed\bmpd_roi\007\007_S_R_18_roi.png,007,R,,
data\processed\bmpd_roi\007\007_S_R_19_roi.png,007,R,,
data\processed\bmpd_roi\007\007_S_L_20_roi.png,007,L,,
data\processed\bmpd_roi\007\007_S_L_21_roi.png,007,L,,
data\processed\bmpd_roi\007\007_S_L_22_roi.png,007,L,,
data\processed\bmpd_roi\007\007_S_L_23_roi.png,007,L,,
data\processed\bmpd_roi\007\007_S_L_24_roi.png,007,L,,
data\processed\bmpd_roi\007\007_S_L_25_roi.png,007,L,,
data\processed\bmpd_roi\007\007_S_L_26_roi.png,007,L,,
data\processed\bmpd_roi\007\007_S_L_27_roi.png,007,L,,
data\processed\bmpd_roi\007\007_S_L_28_roi.png,007,L,,
data\processed\bmpd_roi\007\007_S_L_29_roi.png,007,L,,
data\processed\bmpd_roi\007\007_F_L_30_roi.png,007,L,,
data\processed\bmpd_roi\007\007_F_L_31_roi.png,007,L,,
data\processed\bmpd_roi\007\007_F_L_32_roi.png,007,L,,
data\processed\bmpd_roi\007\007_F_L_33_roi.png,007,L,,
data\processed\bmpd_roi\007\007_F_L_34_roi.png,007,L,,
data\processed\bmpd_roi\007\007_F_L_35_roi.png,007,L,,
data\processed\bmpd_roi\007\007_F_L_36_roi.png,007,L,,
data\processed\bmpd_roi\007\007_F_L_37_roi.png,007,L,,
data\processed\bmpd_roi\007\007_F_L_38_roi.png,007,L,,
data\processed\bmpd_roi\007\007_F_L_39_roi.png,007,L,,
data\processed\bmpd_roi\008\008_F_R_0_roi.png,008,R,,
data\processed\bmpd_roi\008\008_F_R_1_roi.png,008,R,,
data\processed\bmpd_roi\008\008_F_R_2_roi.png,008,R,,
data\processed\bmpd_roi\008\008_F_R_3_roi.png,008,R,,
data\processed\bmpd_roi\008\008_F_R_4_roi.png,008,R,,
data\processed\bmpd_roi\008\008_F_R_5_roi.png,008,R,,
data\processed\bmpd_roi\008\008_F_R_6_roi.png,008,R,,
data\processed\bmpd_roi\008\008_F_R_7_roi.png,008,R,,
data\processed\bmpd_roi\008\008_F_R_8_roi.png,008,R,,
data\processed\bmpd_roi\008\008_F_R_9_roi.png,008,R,,
data\processed\bmpd_roi\008\008_S_R_10_roi.png,008,R,,
data\processed\bmpd_roi\008\008_S_R_11_roi.png,008,R,,
data\processed\bmpd_roi\008\008_S_R_12_roi.png,008,R,,
data\processed\bmpd_roi\008\008_S_R_13_roi.png,008,R,,
data\processed\bmpd_roi\008\008_S_R_14_roi.png,008,R,,
data\processed\bmpd_roi\008\008_S_R_15_roi.png,008,R,,
data\processed\bmpd_roi\008\008_S_R_16_roi.png,008,R,,
data\processed\bmpd_roi\008\008_S_R_17_roi.png,008,R,,
data\processed\bmpd_roi\008\008_S_R_18_roi.png,008,R,,
data\processed\bmpd_roi\008\008_S_R_19_roi.png,008,R,,
data\processed\bmpd_roi\008\008_S_L_20_roi.png,008,L,,
data\processed\bmpd_roi\008\008_S_L_21_roi.png,008,L,,
data\processed\bmpd_roi\008\008_S_L_22_roi.png,008,L,,
data\processed\bmpd_roi\008\008_S_L_23_roi.png,008,L,,
data\processed\bmpd_roi\008\008_S_L_24_roi.png,008,L,,
data\processed\bmpd_roi\008\008_S_L_25_roi.png,008,L,,
data\processed\bmpd_roi\008\008_S_L_26_roi.png,008,L,,
data\processed\bmpd_roi\008\008_S_L_27_roi.png,008,L,,
data\processed\bmpd_roi\008\008_S_L_28_roi.png,008,L,,
data\processed\bmpd_roi\008\008_S_L_29_roi.png,008,L,,
data\processed\bmpd_roi\008\008_F_L_30_roi.png,008,L,,
data\processed\bmpd_roi\008\008_F_L_31_roi.png,008,L,,
data\processed\bmpd_roi\008\008_F_L_32_roi.png,008,L,,
data\processed\bmpd_roi\008\008_F_L_33_roi.png,008,L,,
data\processed\bmpd_roi\008\008_F_L_34_roi.png,008,L,,
data\processed\bmpd_roi\008\008_F_L_35_roi.png,008,L,,
data\processed\bmpd_roi\008\008_F_L_36_roi.png,008,L,,
data\processed\bmpd_roi\008\008_F_L_37_roi.png,008,L,,
data\processed\bmpd_roi\008\008_F_L_38_roi.png,008,L,,
data\processed\bmpd_roi\008\008_F_L_39_roi.png,008,L,,
data\processed\bmpd_roi\009\009_F_R_0_roi.png,009,R,,
data\processed\bmpd_roi\009\009_F_R_1_roi.png,009,R,,
data\processed\bmpd_roi\009\009_F_R_2_roi.png,009,R,,
data\processed\bmpd_roi\009\009_F_R_3_roi.png,009,R,,
data\processed\bmpd_roi\009\009_F_R_4_roi.png,009,R,,
data\processed\bmpd_roi\009\009_F_R_5_roi.png,009,R,,
data\processed\bmpd_roi\009\009_F_R_6_roi.png,009,R,,
data\processed\bmpd_roi\009\009_F_R_7_roi.png,009,R,,
data\processed\bmpd_roi\009\009_F_R_8_roi.png,009,R,,
data\processed\bmpd_roi\009\009_F_R_9_roi.png,009,R,,
data\processed\bmpd_roi\009\009_S_R_10_roi.png,009,R,,
data\processed\bmpd_roi\009\009_S_R_11_roi.png,009,R,,
data\processed\bmpd_roi\009\009_S_R_12_roi.png,009,R,,
data\processed\bmpd_roi\009\009_S_R_13_roi.png,009,R,,
data\processed\bmpd_roi\009\009_S_R_14_roi.png,009,R,,
data\processed\bmpd_roi\009\009_S_R_15_roi.png,009,R,,
data\processed\bmpd_roi\009\009_S_R_16_roi.png,009,R,,
data\processed\bmpd_roi\009\009_S_R_17_roi.png,009,R,,
data\processed\bmpd_roi\009\009_S_R_18_roi.png,009,R,,
data\processed\bmpd_roi\009\009_S_R_19_roi.png,009,R,,
data\processed\bmpd_roi\009\009_S_L_20_roi.png,009,L,,
data\processed\bmpd_roi\009\009_S_L_21_roi.png,009,L,,
data\processed\bmpd_roi\009\009_S_L_22_roi.png,009,L,,
data\processed\bmpd_roi\009\009_S_L_23_roi.png,009,L,,
data\processed\bmpd_roi\009\009_S_L_24_roi.png,009,L,,
data\processed\bmpd_roi\009\009_S_L_25_roi.png,009,L,,
data\processed\bmpd_roi\009\009_S_L_26_roi.png,009,L,,
data\processed\bmpd_roi\009\009_S_L_27_roi.png,009,L,,
data\processed\bmpd_roi\009\009_S_L_28_roi.png,009,L,,
data\processed\bmpd_roi\009\009_S_L_29_roi.png,009,L,,
data\processed\bmpd_roi\009\009_F_L_30_roi.png,009,L,,
data\processed\bmpd_roi\009\009_F_L_31_roi.png,009,L,,
data\processed\bmpd_roi\009\009_F_L_32_roi.png,009,L,,
data\processed\bmpd_roi\009\009_F_L_33_roi.png,009,L,,
data\processed\bmpd_roi\009\009_F_L_34_roi.png,009,L,,
data\processed\bmpd_roi\009\009_F_L_35_roi.png,009,L,,
data\processed\bmpd_roi\009\009_F_L_36_roi.png,009,L,,
data\processed\bmpd_roi\009\009_F_L_37_roi.png,009,L,,
data\processed\bmpd_roi\009\009_F_L_38_roi.png,009,L,,
data\processed\bmpd_roi\009\009_F_L_39_roi.png,009,L,,
data\processed\bmpd_roi\010\010_F_R_0_roi.png,010,R,,
data\processed\bmpd_roi\010\010_F_R_1_roi.png,010,R,,
data\processed\bmpd_roi\010\010_F_R_2_roi.png,010,R,,
data\processed\bmpd_roi\010\010_F_R_3_roi.png,010,R,,
data\processed\bmpd_roi\010\010_F_R_4_roi.png,010,R,,
data\processed\bmpd_roi\010\010_F_R_5_roi.png,010,R,,
data\processed\bmpd_roi\010\010_F_R_6_roi.png,010,R,,
data\processed\bmpd_roi\010\010_F_R_7_roi.png,010,R,,
data\processed\bmpd_roi\010\010_F_R_8_roi.png,010,R,,
data\processed\bmpd_roi\010\010_F_R_9_roi.png,010,R,,
data\processed\bmpd_roi\010\010_S_R_10_roi.png,010,R,,
data\processed\bmpd_roi\010\010_S_R_11_roi.png,010,R,,
data\processed\bmpd_roi\010\010_S_R_12_roi.png,010,R,,
data\processed\bmpd_roi\010\010_S_R_13_roi.png,010,R,,
data\processed\bmpd_roi\010\010_S_R_14_roi.png,010,R,,
data\processed\bmpd_roi\010\010_S_R_15_roi.png,010,R,,
data\processed\bmpd_roi\010\010_S_R_16_roi.png,010,R,,
data\processed\bmpd_roi\010\010_S_R_17_roi.png,010,R,,
data\processed\bmpd_roi\010\010_S_R_18_roi.png,010,R,,
data\processed\bmpd_roi\010\010_S_R_19_roi.png,010,R,,
data\processed\bmpd_roi\010\010_S_L_20_roi.png,010,L,,
data\processed\bmpd_roi\010\010_S_L_21_roi.png,010,L,,
data\processed\bmpd_roi\010\010_S_L_22_roi.png,010,L,,
data\processed\bmpd_roi\010\010_S_L_23_roi.png,010,L,,
data\processed\bmpd_roi\010\010_S_L_24_roi.png,010,L,,
data\processed\bmpd_roi\010\010_S_L_25_roi.png,010,L,,
data\processed\bmpd_roi\010\010_S_L_26_roi.png,010,L,,
data\processed\bmpd_roi\010\010_S_L_27_roi.png,010,L,,
data\processed\bmpd_roi\010\010_S_L_28_roi.png,010,L,,
data\processed\bmpd_roi\010\010_S_L_29_roi.png,010,L,,
data\processed\bmpd_roi\010\010_F_L_30_roi.png,010,L,,
data\processed\bmpd_roi\010\010_F_L_31_roi.png,010,L,,
data\processed\bmpd_roi\010\010_F_L_32_roi.png,010,L,,
data\processed\bmpd_roi\010\010_F_L_33_roi.png,010,L,,
data\processed\bmpd_roi\010\010_F_L_34_roi.png,010,L,,
data\processed\bmpd_roi\010\010_F_L_35_roi.png,010,L,,
data\processed\bmpd_roi\010\010_F_L_36_roi.png,010,L,,
data\processed\bmpd_roi\010\010_F_L_37_roi.png,010,L,,
data\processed\bmpd_roi\010\010_F_L_38_roi.png,010,L,,
data\processed\bmpd_roi\010\010_F_L_39_roi.png,010,L,,
data\processed\bmpd_roi\011\011_F_R_0_roi.png,011,R,,
data\processed\bmpd_roi\011\011_F_R_1_roi.png,011,R,,
data\processed\bmpd_roi\011\011_F_R_2_roi.png,011,R,,
data\processed\bmpd_roi\011\011_F_R_3_roi.png,011,R,,
data\processed\bmpd_roi\011\011_F_R_4_roi.png,011,R,,
data\processed\bmpd_roi\011\011_F_R_5_roi.png,011,R,,
data\processed\bmpd_roi\011\011_F_R_6_roi.png,011,R,,
